# Ch1	Ch2	Ch3	Ch4
1.298	0.779	2.203	2.168
1.292	0.832	2.263	2.100
1.262	0.815	2.359	2.149
1.317	0.757	2.217	2.155
1.285	0.842	2.257	2.155
1.242	0.843	2.371	2.140
1.298	0.758	2.210	2.168
1.341	0.845	2.294	2.126
1.249	0.815	2.317	2.126
1.314	0.763	2.236	2.152
1.359	0.828	2.236	2.120
1.272	0.880	2.319	2.142
1.320	0.759	2.246	2.159
1.352	0.798	2.190	2.166
1.304	0.856	2.318	2.126
1.276	0.779	2.233	2.149
1.368	0.785	2.190	2.126
1.302	0.856	2.350	2.114
1.278	0.806	2.325	2.149
1.368	0.779	2.219	2.113
1.301	0.856	2.332	2.151
1.276	0.812	2.372	2.149
1.300	0.766	2.319	2.158
1.301	0.856	2.325	2.118
1.239	0.809	2.319	2.139
1.323	0.755	2.222	2.171
1.285	0.845	2.308	2.132
1.232	0.812	2.416	2.126
1.307	0.754	2.218	2.158
1.323	0.842	2.281	2.168
1.268	0.797	2.342	2.151
1.301	0.744	2.210	2.166
1.367	0.825	2.210	2.119
1.291	0.828	2.317	2.109
1.304	0.772	2.210	2.166
1.355	0.798	2.197	2.126
1.296	0.853	2.335	2.126
1.243	0.775	2.224	2.171
1.355	0.804	2.189	2.149
1.289	0.856	2.318	2.110
1.317	0.785	2.293	2.175
1.368	0.785	2.189	2.126
1.304	0.850	2.390	2.107
1.239	0.805	2.374	2.163
1.368	0.761	2.190	2.123
1.282	0.856	2.338	2.151
1.263	0.793	2.358	2.145
1.367	0.769	2.375	2.151
1.289	0.856	2.329	2.112
1.263	0.799	2.363	2.145
1.295	0.739	2.224	2.151
1.298	0.837	2.321	2.113
1.239	0.805	2.339	2.140
1.313	0.726	2.224	2.156
1.333	0.825	2.236	2.171
1.275	0.845	2.336	2.145
1.314	0.755	2.219	2.168
1.314	0.841	2.230	2.122
1.268	0.862	2.318	2.129
1.297	0.750	2.210	2.152
1.343	0.798	2.189	2.126
1.272	0.853	2.332	2.126
1.289	0.777	2.204	2.146
1.367	0.795	2.190	2.152
1.304	0.851	2.332	2.126
1.243	0.801	2.226	2.149
1.359	0.798	2.203	2.126
1.289	0.853	2.345	2.112
1.237	0.785	2.303	2.159
1.354	0.782	2.217	2.130
1.291	0.852	2.345	2.123
1.242	0.806	2.372	2.151
1.353	0.775	2.375	2.149
1.301	0.838	2.223	2.110
1.256	0.812	2.371	2.145
1.303	0.756	2.226	2.151
1.287	0.831	2.325	2.119
1.249	0.808	2.372	2.140
1.301	0.754	2.219	2.167
1.284	0.825	2.295	2.168
1.243	0.814	2.346	2.139
1.307	0.775	2.210	2.166
1.341	0.828	2.269	2.126
1.281	0.828	2.318	2.127
1.314	0.772	2.213	2.166
1.314	0.794	2.210	2.145
1.243	0.853	2.318	2.126
1.278	0.769	2.213	2.155
1.368	0.773	2.203	2.153
1.297	0.859	2.319	2.106
1.310	0.799	2.306	2.110
1.333	0.791	2.217	2.122
1.289	0.854	2.320	2.112
1.250	0.812	2.351	2.151
1.367	0.767	2.202	2.120
1.288	0.845	2.338	2.150
1.253	0.802	2.359	2.145
1.306	0.761	2.372	2.151
1.292	0.853	2.325	2.112
1.242	0.812	2.371	2.145
1.306	0.762	2.217	2.164
1.307	0.837	2.281	2.119
1.286	0.825	2.358	2.126
1.305	0.769	2.217	2.168
1.355	0.841	2.308	2.168
1.249	0.812	2.365	2.145
1.310	0.782	2.336	2.108
1.336	0.805	2.256	2.126
1.256	0.843	2.336	2.145
1.304	0.750	2.211	2.166
1.366	0.798	2.155	2.127
1.289	0.862	2.305	2.140
1.266	0.774	2.210	2.155
1.352	0.769	2.190	2.155
1.301	0.878	2.338	2.110
1.240	0.775	2.241	2.144
1.356	0.774	2.164	2.120
1.297	0.856	2.338	2.104
1.256	0.778	2.374	2.159
1.366	0.791	2.209	2.126
1.282	0.832	2.335	2.018
1.276	0.782	2.371	2.151
1.341	0.754	2.224	2.168
1.285	0.841	2.332	2.112
1.232	0.788	2.346	2.145
1.310	0.760	2.217	2.151
1.343	0.862	2.338	2.119
1.227	0.819	2.363	2.151
1.313	0.757	2.210	2.170
1.314	0.853	2.295	2.171
1.265	0.828	2.358	2.158
1.314	0.779	2.336	2.114
1.320	0.831	2.223	2.119
1.243	0.848	2.318	2.114
1.314	0.771	2.210	2.171
1.349	0.791	2.202	2.116
1.289	0.853	2.319	2.126
1.317	0.779	2.204	2.155
1.366	0.798	2.190	2.149
1.255	0.847	2.338	2.085
1.282	0.803	2.332	2.151
1.368	0.788	2.201	2.120
1.277	0.867	2.338	2.102
1.256	0.788	2.372	2.149
1.356	0.791	2.226	2.158
1.284	0.853	2.345	2.118
1.256	0.795	2.353	2.145
1.306	0.754	2.217	2.151
1.285	0.850	2.325	2.099
1.240	0.818	2.358	2.145
1.311	0.744	2.219	2.161
1.326	0.856	2.236	2.106
1.249	0.821	2.346	2.140
1.310	0.755	2.210	2.165
1.341	0.807	2.256	2.149
1.249	0.831	2.333	2.132
1.310	0.763	2.319	2.145
1.359	0.805	2.242	2.118
1.278	0.837	2.336	2.114
1.291	0.766	2.274	2.139
1.355	0.787	2.228	2.126
1.242	0.849	2.338	2.110
1.291	0.782	2.280	2.166
1.323	0.791	2.189	2.149
1.301	0.845	2.318	2.126
1.256	0.791	2.371	2.144
1.347	0.785	2.203	2.126
1.295	0.841	2.309	2.112
1.283	0.806	2.372	2.125
1.367	0.779	2.218	2.151
1.282	0.856	2.345	2.112
1.276	0.815	2.366	2.151
1.327	0.752	2.219	2.142
1.282	0.837	2.335	2.145
1.249	0.825	2.358	2.145
1.306	0.754	2.226	2.151
1.320	0.850	2.335	2.126
1.239	0.812	2.330	2.151
1.320	0.731	2.217	2.165
1.320	0.838	2.249	2.169
1.229	0.848	2.317	2.129
1.310	0.758	2.358	2.126
1.359	0.791	2.264	2.121
1.297	0.815	2.331	2.117
1.283	0.776	2.210	2.177
1.359	0.818	2.189	2.139
1.243	0.862	2.338	2.114
1.304	0.772	2.255	2.159
1.337	0.779	2.203	2.153
1.302	0.845	2.332	2.110
1.281	0.804	2.325	2.119
1.370	0.795	2.217	2.130
1.289	0.845	2.338	2.093
1.232	0.795	2.358	2.151
1.362	0.782	2.210	2.130
1.301	0.838	2.345	2.117
1.245	0.818	2.351	2.139
1.301	0.767	2.222	2.145
1.288	0.837	2.348	2.118
1.234	0.821	2.346	2.140
1.324	0.734	2.222	2.166
1.326	0.831	2.294	2.106
1.248	0.818	2.352	2.114
1.305	0.754	2.226	2.158
1.320	0.832	2.223	2.171
1.260	0.834	2.342	2.151
1.307	0.775	2.342	2.126
1.362	0.812	2.199	2.147
1.296	0.856	2.358	2.129
1.307	0.768	2.214	2.155
1.333	0.782	2.242	2.120
1.296	0.856	2.317	2.101
1.276	0.775	2.226	2.106
1.372	0.842	2.197	2.149
1.297	0.853	2.338	2.110
1.243	0.765	2.338	2.110
1.370	0.769	2.221	2.130
1.291	0.855	2.322	2.106
1.240	0.808	2.371	2.151
1.372	0.762	2.226	2.126
1.305	0.850	2.329	2.113
1.276	0.833	2.351	2.167
1.311	0.741	2.217	2.155
1.320	0.859	2.262	2.119
1.278	0.806	2.353	2.139
1.310	0.755	2.217	2.144
1.285	0.828	2.338	2.119
1.248	0.806	2.350	2.140
1.314	0.752	2.210	2.171
1.300	0.808	2.255	2.129
1.249	0.837	2.318	2.126
1.310	0.765	2.371	2.151
1.366	0.804	2.236	2.126
1.259	0.856	2.336	2.129
1.253	0.728	2.280	2.162
1.372	0.811	2.197	2.140
1.289	0.849	2.317	2.126
1.297	0.783	2.280	2.156
1.362	0.783	2.202	2.155
1.302	0.850	2.342	2.106
1.252	0.799	2.332	2.107
1.321	0.766	2.223	2.130
1.291	0.853	2.338	2.130
1.302	0.795	2.371	2.145
1.367	0.760	2.209	2.144
1.282	0.837	2.308	2.112
1.243	0.818	2.372	2.145
1.311	0.812	2.217	2.145
1.287	0.837	2.282	2.118
1.234	0.818	2.339	2.167
1.301	0.749	2.217	2.168
1.288	0.841	2.325	2.116
1.239	0.843	2.317	2.145
1.304	0.744	2.210	2.165
1.326	0.831	2.301	2.122
1.296	0.828	2.352	2.127
1.289	0.746	2.210	2.151
1.352	0.808	2.281	2.129
1.297	0.825	2.318	2.126
1.317	0.800	2.274	2.169
1.372	0.785	2.189	2.116
1.278	0.851	2.345	2.107
1.310	0.777	2.210	2.144
1.355	0.790	2.203	2.156
1.301	0.862	2.338	2.114
1.258	0.791	2.338	2.109
1.372	0.762	2.203	2.127
1.297	0.850	2.325	2.110
1.264	0.801	2.325	2.151
1.300	0.779	2.219	2.151
1.295	0.843	2.338	2.113
1.276	0.804	2.352	2.145
1.303	0.777	2.217	2.145
1.312	0.833	2.321	2.119
1.239	0.831	2.371	2.158
1.314	0.694	2.224	2.168
1.301	0.841	2.281	2.126
1.252	0.815	2.329	2.107
1.307	0.755	2.219	2.177
1.314	0.808	2.325	2.116
1.262	0.807	2.336	2.142
1.314	0.757	2.211	2.140
1.346	0.833	2.210	2.140
1.317	0.847	2.325	2.106
1.291	0.731	2.210	2.159
1.346	0.795	2.197	2.140
1.302	0.862	2.317	2.127
1.276	0.780	2.254	2.149
1.367	0.804	2.190	2.152
1.297	0.853	2.338	2.109
1.239	0.795	2.338	2.126
1.366	0.788	2.203	2.151
1.293	0.854	2.338	2.109
1.263	0.806	2.359	2.151
1.359	0.760	2.222	2.168
1.279	0.862	2.345	2.119
1.295	0.796	2.364	2.139
1.300	0.760	2.217	2.145
1.282	0.805	2.338	2.119
1.242	0.805	2.375	2.132
1.300	0.754	2.224	2.171
1.288	0.829	2.300	2.125
1.268	0.849	2.352	2.106
1.314	0.770	2.204	2.166
1.320	0.818	2.263	2.116
1.262	0.854	2.346	2.126
1.304	0.763	2.210	2.143
1.368	0.791	2.204	2.120
1.289	0.867	2.319	2.101
1.291	0.788	2.223	2.151
1.352	0.775	2.189	2.126
1.301	0.862	2.334	2.114
1.252	0.770	2.204	2.168
1.366	0.777	2.203	2.149
1.295	0.859	2.344	2.107
1.289	0.801	2.338	2.113
1.366	0.785	2.219	2.145
1.301	0.853	2.338	2.112
1.269	0.779	2.372	2.139
1.300	0.762	2.222	2.113
1.292	0.850	2.332	2.113
1.239	0.809	2.358	2.165
1.298	0.749	2.217	2.145
1.298	0.851	2.307	2.087
1.240	0.790	2.308	2.116
1.300	0.749	2.224	2.158
1.320	0.808	2.313	2.118
1.242	0.808	2.317	2.142
1.317	0.757	2.210	2.162
1.343	0.805	2.264	2.126
1.262	0.831	2.345	2.102
1.317	0.785	2.214	2.117
1.362	0.825	2.189	2.120
1.268	0.856	2.338	2.118
1.247	0.771	2.213	2.152
1.362	0.789	2.189	2.126
1.297	0.866	2.332	2.129
1.310	0.782	2.239	2.162
1.353	0.774	2.202	2.155
1.296	0.856	2.338	2.110
1.263	0.795	2.350	2.113
1.370	0.788	2.219	2.120
1.285	0.859	2.338	2.106
1.237	0.790	2.255	2.136
1.368	0.772	2.219	2.171
1.288	0.832	2.338	2.126
1.289	0.803	2.358	2.142
1.300	0.717	2.221	2.142
1.344	0.826	2.285	2.106
1.245	0.815	2.282	2.112
1.318	0.746	2.219	2.149
1.301	0.828	2.313	2.119
1.275	0.825	2.349	2.151
1.289	0.771	2.210	2.168
1.359	0.825	2.263	2.129
1.262	0.821	2.318	2.145
1.314	0.762	2.213	2.132
1.367	0.795	2.189	2.129
1.297	0.862	2.331	2.140
1.297	0.765	2.351	2.153
1.362	0.795	2.190	2.119
1.291	0.843	2.322	2.120
1.317	0.766	2.319	2.138
1.368	0.785	2.229	2.110
1.295	0.869	2.319	2.109
1.232	0.782	2.285	2.112
1.334	0.788	2.222	2.130
1.282	0.859	2.338	2.106
1.285	0.800	2.397	2.151
1.313	0.775	2.217	2.151
1.291	0.850	2.275	2.118
1.242	0.818	2.366	2.132
1.347	0.749	2.198	2.129
1.310	0.850	2.345	2.119
1.246	0.819	2.295	2.126
1.320	0.759	2.219	2.171
1.320	0.828	2.320	2.116
1.235	0.843	2.329	2.140
1.333	0.772	2.219	2.153
1.343	0.837	2.267	2.126
1.272	0.840	2.293	2.129
1.310	0.774	2.226	2.145
1.333	0.837	2.190	2.129
1.275	0.849	2.336	2.120
1.302	0.773	2.213	2.165
1.372	0.788	2.189	2.127
1.265	0.849	2.293	2.107
1.263	0.777	2.236	2.149
1.362	0.779	2.209	2.133
1.285	0.862	2.338	2.125
1.269	0.800	2.372	2.119
1.368	0.779	2.202	2.149
1.301	0.851	2.322	2.109
1.294	0.774	2.359	2.151
1.300	0.764	2.219	2.144
1.285	0.841	2.321	2.112
1.245	0.806	2.319	2.145
1.321	0.765	2.210	2.139
1.320	0.831	2.335	2.126
1.235	0.799	2.338	2.122
1.308	0.760	2.219	2.151
1.352	0.834	2.296	2.132
1.248	0.834	2.317	2.114
1.317	0.763	2.210	2.145
1.333	0.785	2.282	2.126
1.297	0.828	2.319	2.107
1.317	0.781	2.210	2.112
1.326	0.791	2.190	2.122
1.289	0.851	2.318	2.139
1.307	0.775	2.215	2.166
1.359	0.778	2.189	2.116
1.296	0.849	2.329	2.110
1.271	0.803	2.240	2.138
1.354	0.775	2.203	2.133
1.285	0.856	2.313	2.112
1.269	0.782	2.372	2.110
1.305	0.788	2.203	2.120
1.282	0.853	2.351	2.119
1.294	0.801	2.364	2.145
1.355	0.770	2.219	2.166
1.285	0.856	2.322	2.112
1.252	0.805	2.353	2.142
1.301	0.764	2.203	2.129
1.285	0.815	2.282	2.116
1.239	0.815	2.199	2.129
1.306	0.750	2.236	2.153
1.285	0.833	2.300	2.090
1.275	0.825	2.366	2.145
1.314	0.766	2.210	2.163
1.320	0.825	2.213	2.139
1.245	0.843	2.318	2.114
1.307	0.766	2.230	2.088
1.318	0.810	2.184	2.126
1.259	0.842	2.331	2.139
1.264	0.771	2.241	2.139
1.367	0.788	2.215	2.134
1.297	0.856	2.345	2.126
1.317	0.758	2.306	2.155
1.366	0.798	2.230	2.133
1.301	0.854	2.334	2.112
1.276	0.801	2.372	2.112
1.311	0.701	2.221	2.114
1.282	0.850	2.308	2.110
1.282	0.801	2.366	2.151
1.305	0.762	2.223	2.133
1.295	0.856	2.321	2.112
1.239	0.802	2.371	2.217
1.301	0.765	2.223	2.127
1.306	0.831	2.282	2.112
1.237	0.815	2.197	2.122
1.320	0.749	2.213	2.158
1.288	0.844	2.230	2.119
1.275	0.831	2.339	2.140
1.317	0.752	2.210	2.165
1.326	0.821	2.294	2.139
1.297	0.843	2.322	2.152
1.314	0.755	2.214	2.120
1.372	0.779	2.149	2.120
1.235	0.856	2.194	2.122
1.291	0.771	2.293	2.149
1.368	0.788	2.189	2.119
1.296	0.859	2.345	2.107
1.269	0.763	2.358	2.155
1.367	0.782	2.235	2.126
1.292	0.856	2.309	2.112
1.289	0.788	2.372	2.110
1.343	0.779	2.176	2.143
1.304	0.854	2.338	2.107
1.239	0.788	2.372	2.134
1.343	0.754	2.203	2.145
1.288	0.841	2.288	2.112
1.265	0.812	2.374	2.132
1.298	0.754	2.219	2.151
1.306	0.831	2.210	2.119
1.250	0.812	2.258	2.140
1.320	0.746	2.211	2.166
1.317	0.825	2.213	2.126
1.239	0.839	2.358	2.126
1.307	0.754	2.210	2.158
1.368	0.804	2.190	2.122
1.259	0.836	2.342	2.139
1.294	0.775	2.213	2.129
1.368	0.777	2.204	2.122
1.259	0.849	2.190	2.121
1.297	0.769	2.280	2.143
1.326	0.802	2.189	2.120
1.297	0.856	2.338	2.114
1.283	0.787	2.293	2.155
1.367	0.782	2.242	2.120
1.289	0.859	2.331	2.110
1.282	0.779	2.372	2.107
1.368	0.787	2.221	2.130
1.287	0.844	2.338	2.113
1.239	0.803	2.334	2.145
1.366	0.760	2.209	2.139
1.285	0.856	2.295	2.125
1.243	0.812	2.318	2.145
1.314	0.750	2.179	2.139
1.318	0.847	2.267	2.115
1.237	0.795	2.365	2.112
1.300	0.754	2.217	2.165
1.284	0.828	2.338	2.126
1.249	0.825	2.346	2.142
1.323	0.765	2.226	2.166
1.310	0.798	2.256	2.122
1.265	0.834	2.338	2.126
1.304	0.771	2.188	2.129
1.368	0.804	2.197	2.122
1.296	0.849	2.189	2.129
1.307	0.775	2.306	2.136
1.346	0.791	2.209	2.120
1.289	0.843	2.331	2.114
1.277	0.788	2.332	2.149
1.324	0.762	2.197	2.121
1.304	0.850	2.344	2.109
1.263	0.787	2.372	2.110
1.343	0.782	2.203	2.126
1.296	0.856	2.335	2.106
1.243	0.808	2.358	2.145
1.343	0.760	2.206	2.168
1.296	0.825	2.338	2.118
1.256	0.791	2.362	2.153
1.301	0.770	2.217	2.149
1.333	0.856	2.313	2.142
1.237	0.818	2.359	2.116
1.300	0.749	2.217	2.168
1.288	0.825	2.260	2.116
1.275	0.828	2.352	2.129
1.313	0.771	2.204	2.171
1.362	0.834	2.308	2.068
1.239	0.837	2.333	2.129
1.304	0.758	2.268	2.139
1.372	0.810	2.223	2.126
1.262	0.849	2.218	2.122
1.307	0.791	2.300	2.165
1.368	0.762	2.190	2.126
1.281	0.859	2.346	2.110
1.320	0.795	2.306	2.139
1.354	0.769	2.224	2.133
1.289	0.859	2.332	2.107
1.237	0.801	2.306	2.112
1.367	0.782	2.224	2.126
1.289	0.850	2.338	2.110
1.243	0.806	2.358	2.151
1.317	0.769	2.221	2.136
1.295	0.832	2.321	2.112
1.277	0.825	2.358	2.142
1.308	0.742	2.224	2.151
1.285	0.841	2.316	2.119
1.240	0.834	2.349	2.106
1.307	0.747	2.219	2.168
1.326	0.850	2.281	2.118
1.268	0.812	2.319	2.126
1.317	0.755	2.223	2.156
1.357	0.815	2.189	2.119
1.272	0.849	2.338	2.152
1.307	0.768	2.210	2.129
1.376	0.795	2.189	2.114
1.265	0.849	2.222	2.135
1.314	0.753	2.204	2.152
1.367	0.800	2.190	2.122
1.304	0.861	2.332	2.112
1.263	0.759	2.332	2.146
1.353	0.764	2.217	2.120
1.301	0.859	2.334	2.104
1.256	0.803	2.372	2.099
1.305	0.780	2.224	2.133
1.292	0.856	2.335	2.117
1.243	0.812	2.372	2.149
1.293	0.764	2.222	2.151
1.301	0.841	2.295	2.118
1.246	0.815	2.371	2.145
1.310	0.755	2.217	2.167
1.284	0.841	2.325	2.119
1.242	0.808	2.346	2.112
1.313	0.742	2.222	2.177
1.333	0.810	2.255	2.126
1.297	0.825	2.326	2.140
1.307	0.758	2.217	2.165
1.368	0.834	2.210	2.125
1.297	0.828	2.329	2.101
1.320	0.768	2.210	2.120
1.352	0.794	2.190	2.126
1.302	0.856	2.189	2.114
1.317	0.755	2.214	2.162
1.359	0.817	2.203	2.126
1.302	0.838	2.332	2.126
1.279	0.779	2.305	2.152
1.321	0.787	2.203	2.138
1.287	0.841	2.345	2.107
1.256	0.782	2.348	2.112
1.343	0.762	2.203	2.126
1.285	0.872	2.224	2.171
1.291	0.818	2.354	2.129
1.313	0.728	2.224	2.151
1.311	0.837	2.321	2.118
1.269	0.844	2.366	2.151
1.313	0.746	2.217	2.168
1.317	0.825	2.321	2.118
1.242	0.828	2.359	2.132
1.313	0.747	2.204	2.168
1.320	0.837	2.249	2.127
1.249	0.821	2.339	2.142
1.307	0.749	2.213	2.171
1.357	0.805	2.282	2.121
1.297	0.808	2.365	2.117
1.317	0.752	2.213	2.159
1.368	0.804	2.189	2.142
1.259	0.849	2.325	2.126
1.250	0.779	2.280	2.155
1.367	0.779	2.209	2.121
1.302	0.853	2.332	2.126
1.237	0.814	2.319	2.145
1.321	0.779	2.203	2.126
1.302	0.853	2.345	2.112
1.258	0.801	2.354	2.110
1.366	0.800	2.209	2.151
1.296	0.816	2.229	2.145
1.245	0.825	2.372	2.150
1.335	0.765	2.219	2.171
1.282	0.855	2.325	2.100
1.242	0.812	2.380	2.129
1.301	0.762	2.221	2.124
1.314	0.850	2.271	2.106
1.242	0.841	2.345	2.126
1.313	0.754	2.245	2.151
1.366	0.831	2.281	2.112
1.261	0.842	2.359	2.139
1.302	0.772	2.210	2.166
1.360	0.828	2.223	2.133
1.297	0.785	2.304	2.127
1.307	0.752	2.213	2.166
1.352	0.775	2.201	2.127
1.281	0.859	2.345	2.097
1.302	0.769	2.213	2.149
1.368	0.791	2.202	2.126
1.298	0.853	2.348	2.107
1.276	0.795	2.451	2.155
1.366	0.779	2.188	2.133
1.301	0.851	2.309	2.126
1.237	0.796	2.372	2.126
1.314	0.785	2.241	2.130
1.297	0.862	2.217	2.151
1.249	0.815	2.372	2.145
1.288	0.754	2.243	2.145
1.282	0.856	2.267	2.112
1.239	0.771	2.336	2.171
1.300	0.762	2.229	2.171
1.359	0.863	2.294	2.119
1.239	0.793	2.349	2.119
1.306	0.754	2.229	2.171
1.301	0.804	2.325	2.118
1.275	0.841	2.339	2.127
1.307	0.763	2.236	2.178
1.343	0.798	2.242	2.142
1.275	0.821	2.318	2.126
1.310	0.775	2.239	2.152
1.379	0.805	2.188	2.122
1.297	0.824	2.338	2.152
1.276	0.779	2.226	2.149
1.368	0.788	2.152	2.114
1.282	0.838	2.317	2.112
1.252	0.800	2.366	2.155
1.362	0.791	2.217	2.120
1.282	0.856	2.345	2.100
1.296	0.816	2.346	2.126
1.308	0.788	2.203	2.151
1.295	0.843	2.222	2.149
1.243	0.806	2.372	2.151
1.321	0.773	2.222	2.139
1.301	0.838	2.296	2.145
1.242	0.828	2.400	2.132
1.307	0.767	2.211	2.179
1.284	0.828	2.242	2.126
1.296	0.834	2.358	2.129
1.317	0.754	2.204	2.151
1.314	0.854	2.205	2.149
1.275	0.828	2.318	2.134
1.314	0.757	2.211	2.155
1.336	0.797	2.295	2.126
1.301	0.856	2.336	2.120
1.310	0.755	2.213	2.155
1.339	0.825	2.215	2.119
1.289	0.843	2.338	2.120
1.291	0.774	2.316	2.139
1.366	0.766	2.220	2.136
1.281	0.856	2.338	2.107
1.279	0.791	2.325	2.149
1.341	0.762	2.190	2.164
1.297	0.835	2.338	2.112
1.239	0.799	2.371	2.119
1.366	0.769	2.217	2.193
1.296	0.841	2.222	2.143
1.278	0.812	2.372	2.142
1.320	0.766	2.226	2.171
1.298	0.828	2.321	2.114
1.243	0.818	2.349	2.145
1.307	0.754	2.219	2.158
1.355	0.792	2.262	2.118
1.239	0.819	2.319	2.126
1.305	0.772	2.230	2.168
1.359	0.837	2.205	2.159
1.294	0.834	2.318	2.127
1.307	0.784	2.210	2.159
1.359	0.828	2.189	2.129
1.259	0.888	2.319	2.129
1.294	0.769	2.216	2.162
1.368	0.805	2.189	2.129
1.297	0.862	2.332	2.121
1.250	0.779	2.351	2.162
1.334	0.788	2.223	2.126
1.295	0.853	2.338	2.110
1.304	0.779	2.319	2.138
1.346	0.769	2.190	2.123
1.282	0.829	2.338	2.106
1.245	0.815	2.371	2.139
1.300	0.775	2.203	2.133
1.279	0.846	2.217	2.166
1.240	0.825	2.363	2.151
1.321	0.750	2.222	2.139
1.293	0.837	2.335	2.122
1.242	0.812	2.363	2.155
1.300	0.758	2.211	2.169
1.298	0.843	2.215	2.106
1.248	0.849	2.333	2.112
1.314	0.755	2.217	2.155
1.301	0.791	2.210	2.171
1.272	0.849	2.342	2.107
1.315	0.759	2.204	2.149
1.333	0.825	2.210	2.129
1.256	0.853	2.319	2.139
1.307	0.770	2.298	2.153
1.368	0.789	2.203	2.122
1.296	0.859	2.319	2.123
1.250	0.779	2.213	2.152
1.357	0.782	2.189	2.126
1.304	0.837	2.338	2.100
1.237	0.812	2.213	2.151
1.366	0.779	2.221	2.127
1.308	0.854	2.335	2.110
1.263	0.788	2.371	2.151
1.368	0.782	2.203	2.120
1.295	0.829	2.298	2.151
1.276	0.809	2.319	2.129
1.310	0.757	2.217	2.166
1.285	0.829	2.284	2.116
1.240	0.808	2.346	2.127
1.298	0.750	2.224	2.191
1.355	0.850	2.223	2.126
1.278	0.818	2.356	2.119
1.307	0.762	2.233	2.169
1.341	0.825	2.210	2.178
1.297	0.847	2.358	2.128
1.302	0.775	2.236	2.155
1.368	0.828	2.210	2.114
1.297	0.856	2.319	2.117
1.302	0.788	2.358	2.146
1.367	0.782	2.189	2.114
1.301	0.853	2.319	2.130
1.276	0.782	2.226	2.152
1.345	0.779	2.190	2.126
1.287	0.859	2.345	2.109
1.310	0.785	2.271	2.210
1.366	0.780	2.209	2.151
1.295	0.859	2.348	2.107
1.291	0.802	2.359	2.145
1.311	0.754	2.211	2.197
1.297	0.854	2.266	2.168
1.243	0.803	2.372	2.151
1.300	0.750	2.217	2.136
1.283	0.851	2.325	2.118
1.245	0.821	2.339	2.142
1.306	0.792	2.203	2.203
1.326	0.825	2.295	2.118
1.278	0.826	2.363	2.121
1.317	0.775	2.204	2.168
1.368	0.831	2.210	2.171
1.275	0.848	2.362	2.126
1.310	0.755	2.280	2.171
1.367	0.791	2.223	2.153
1.275	0.812	2.318	2.127
1.310	0.759	2.210	2.178
1.353	0.815	2.196	2.119
1.297	0.856	2.319	2.122
1.317	0.788	2.292	2.151
1.368	0.782	2.190	2.149
1.295	0.853	2.325	2.112
1.237	0.788	2.332	2.142
1.347	0.791	2.224	2.126
1.301	0.856	2.296	2.112
1.239	0.782	2.332	2.155
1.330	0.751	2.217	2.138
1.286	0.846	2.321	2.139
1.240	0.806	2.336	2.145
1.308	0.757	2.211	2.151
1.320	0.843	2.335	2.138
1.243	0.801	2.317	2.090
1.327	0.763	2.223	2.166
1.308	0.837	2.296	2.119
1.245	0.833	2.346	2.126
1.301	0.750	2.210	2.171
1.326	0.834	2.204	2.155
1.239	0.818	2.358	2.114
1.282	0.772	2.197	2.168
1.368	0.797	2.197	2.122
1.272	0.859	2.331	2.127
1.314	0.763	2.279	2.159
1.354	0.782	2.172	2.127
1.297	0.856	2.329	2.114
1.232	0.798	2.332	2.149
1.373	0.795	2.313	2.159
1.308	0.859	2.321	2.112
1.278	0.806	2.358	2.151
1.321	0.775	2.219	2.123
1.282	0.862	2.309	2.106
1.264	0.815	2.269	2.138
1.334	0.782	2.219	2.133
1.289	0.846	2.325	2.151
1.247	0.803	2.372	2.151
1.368	0.777	2.221	2.168
1.282	0.831	2.298	2.117
1.242	0.803	2.372	2.145
1.303	0.778	2.222	2.171
1.314	0.831	2.338	2.138
1.256	0.825	2.336	2.119
1.307	0.763	2.211	2.156
1.357	0.815	2.210	2.168
1.247	0.818	2.333	2.127
1.317	0.752	2.239	2.152
1.355	0.795	2.190	2.139
1.291	0.849	2.358	2.101
1.270	0.775	2.253	2.165
1.362	0.788	2.196	2.126
1.295	0.853	2.343	2.126
1.305	0.778	2.213	2.165
1.354	0.782	2.332	2.151
1.297	0.856	2.325	2.101
1.304	0.803	2.299	2.144
1.339	0.783	2.190	2.120
1.295	0.856	2.338	2.107
1.264	0.799	2.306	2.151
1.308	0.735	2.219	2.139
1.295	0.817	2.295	2.133
1.263	0.782	2.325	2.222
1.324	0.754	2.226	2.145
1.289	0.838	2.321	2.118
1.242	0.808	2.358	2.140
1.310	0.766	2.210	2.171
1.317	0.821	2.309	2.118
1.237	0.800	2.352	2.119
1.305	0.758	2.204	2.152
1.311	0.837	2.325	2.166
1.242	0.837	2.339	2.129
1.314	0.762	2.210	2.153
1.326	0.795	2.189	2.122
1.297	0.859	2.318	2.140
1.301	0.750	2.223	2.140
1.313	0.802	2.189	2.140
1.249	0.849	2.339	2.127
1.301	0.803	2.252	2.149
1.352	0.798	2.280	2.155
1.281	0.846	2.338	2.114
1.239	0.779	2.351	2.144
1.366	0.788	2.203	2.127
1.301	0.849	2.332	2.109
1.291	0.813	2.358	2.140
1.367	0.804	2.221	2.151
1.285	0.825	2.322	2.151
1.240	0.795	2.377	2.145
1.306	0.775	2.217	2.151
1.292	0.854	2.308	2.106
1.239	0.802	2.358	2.145
1.300	0.754	2.212	2.168
